PolParty,PolViews,Race,Gender,HighestDegree,Age,Children,MaritalStatus,LaborForceStatus
Independent,Moderate,White,Male,HighSchool,35,0,NeverMarried,FullTime
Republican,Conservative,White,Female,JrCol,36,4,Married,FullTime
Democrat,Conservative,White,Female,SomeHS,76,2,Widowed,Retired
Independent,Liberal,White,Male,HighSchool,41,2,Divorced,FullTime
Independent,Liberal,White,Female,HighSchool,66,4,Married,Retired
Independent,Conservative,Black,Male,HighSchool,43,1,Divorced,FullTime
Democrat,Moderate,White,Male,HighSchool,57,2,Married,FullTime
Independent,Conservative,White,Female,JrCol,32,0,NeverMarried,FullTime
Democrat,Moderate,White,Male,HighSchool,26,2,Married,FullTime
Independent,Moderate,White,Female,HighSchool,43,1,Widowed,FullTime
Republican,Liberal,White,Male,HighSchool,40,3,Divorced,FullTime
Independent,Moderate,White,Female,Graduate,69,2,Widowed,Retired
Independent,Liberal,White,Male,HighSchool,40,1,Separated,FullTime
Independent,Moderate,White,Male,SomeHS,88,0,Married,Retired
Republican,Moderate,White,Female,HighSchool,41,0,Divorced,FullTime
Republican,Conservative,White,Male,SomeHS,83,0,Widowed,Retired
Democrat,Moderate,Black,Female,HighSchool,59,1,Divorced,Retired
Republican,Conservative,Black,Female,SomeHS,19,0,NeverMarried,UnemplLaidoff
Democrat,Conservative,Black,Female,HighSchool,58,3,Divorced,PartTime
Independent,Moderate,Black,Male,HighSchool,37,0,NeverMarried,PartTime
Democrat,Moderate,Black,Male,SomeHS,43,2,Married,FullTime
Democrat,Liberal,Black,Female,HighSchool,68,8,Married,StayAtHome
Democrat,Moderate,Black,Female,HighSchool,31,3,Divorced,FullTime
Democrat,Conservative,Black,Female,HighSchool,65,6,Married,Retired
Democrat,Moderate,Black,Male,SomeHS,72,7,Married,Retired
Independent,Liberal,Black,Male,SomeHS,52,3,Divorced,UnemplLaidoff
Independent,Liberal,White,Male,HighSchool,22,0,NeverMarried,FullTime
Independent,Liberal,White,Female,HighSchool,21,0,NeverMarried,FullTime
Republican,Conservative,White,Male,JrCol,35,2,Married,FullTime
Independent,Moderate,White,Male,HighSchool,88,2,Married,Retired
Democrat,Moderate,White,Female,Bachelor,49,2,Married,FullTime
Democrat,Liberal,White,Female,HighSchool,51,4,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,65,2,Married,Retired
Democrat,Conservative,White,Female,JrCol,37,1,Married,StayAtHome
Republican,Conservative,White,Male,HighSchool,38,2,Married,FullTime
Democrat,Moderate,Other,Male,Bachelor,34,3,Married,FullTime
Independent,Moderate,White,Female,Bachelor,64,2,Married,Retired
Democrat,Conservative,White,Male,JrCol,57,6,Married,Retired
Republican,Conservative,White,Male,HighSchool,32,4,Married,FullTime
Republican,Conservative,White,Male,Bachelor,63,4,Divorced,Retired
Democrat,Liberal,White,Female,HighSchool,74,0,Widowed,Retired
Independent,Liberal,White,Male,Graduate,58,2,Married,FullTime
Democrat,Liberal,White,Female,Graduate,49,1,Divorced,FullTime
Independent,Liberal,White,Male,Bachelor,46,3,Married,FullTime
Republican,Conservative,White,Male,HighSchool,74,0,NeverMarried,PartTime
Democrat,Moderate,White,Male,Graduate,49,1,Married,PartTime
Independent,Conservative,White,Female,Bachelor,30,0,NeverMarried,FullTime
Republican,Conservative,White,Male,JrCol,28,1,Divorced,FullTime
Independent,Liberal,White,Female,HighSchool,24,0,Married,FullTime
Independent,Moderate,White,Female,HighSchool,77,3,Widowed,Retired
Democrat,Moderate,White,Male,SomeHS,89,2,Widowed,Retired
Independent,Conservative,White,Male,HighSchool,20,0,NeverMarried,FullTime
Independent,Moderate,White,Female,HighSchool,40,2,Married,PartTime
Independent,Liberal,White,Male,HighSchool,28,0,NeverMarried,FullTime
Democrat,Conservative,Black,Female,HighSchool,57,2,Widowed,Retired
Independent,Liberal,White,Male,HighSchool,19,0,NeverMarried,StayAtHome
Independent,Liberal,White,Female,HighSchool,35,0,Married,FullTime
Democrat,Conservative,White,Female,HighSchool,62,3,Married,StayAtHome
Democrat,Moderate,Black,Female,JrCol,59,4,Married,FullTime
Democrat,Conservative,White,Male,HighSchool,55,2,Married,FullTime
Independent,Moderate,White,Male,HighSchool,37,1,NeverMarried,FullTime
Independent,Conservative,Black,Male,HighSchool,36,2,Married,FullTime
Republican,Conservative,White,Female,SomeHS,83,3,Divorced,Retired
Democrat,Conservative,White,Male,SomeHS,73,8,Married,Retired
Republican,Liberal,White,Female,HighSchool,76,2,Widowed,Retired
Democrat,Liberal,Black,Female,JrCol,28,4,NeverMarried,StayAtHome
Democrat,Moderate,Black,Male,HighSchool,33,3,Married,FullTime
Independent,Liberal,Black,Female,Graduate,59,1,Divorced,FullTime
Democrat,Moderate,Black,Female,SomeHS,67,3,Widowed,Retired
Independent,Liberal,Black,Female,SomeHS,19,0,NeverMarried,StayAtHome
Democrat,Liberal,Black,Male,SomeHS,82,0,Separated,Retired
Independent,Conservative,Black,Female,HighSchool,28,4,Married,StayAtHome
Democrat,Conservative,Black,Female,HighSchool,63,5,Widowed,FullTime
Independent,Moderate,White,Female,HighSchool,38,5,Married,PartTime
Democrat,Liberal,Other,Male,HighSchool,30,2,Divorced,PartTime
Democrat,Liberal,Black,Male,JrCol,33,0,NeverMarried,FullTime
Independent,Conservative,White,Female,HighSchool,71,2,Widowed,FullTime
Independent,Conservative,White,Female,HighSchool,42,2,Married,FullTime
Republican,Conservative,White,Female,Bachelor,27,2,Married,Unempl
Democrat,Moderate,White,Male,HighSchool,43,3,Married,FullTime
Independent,Conservative,White,Female,Graduate,55,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,67,0,Married,Retired
Independent,Conservative,White,Male,Bachelor,43,2,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,45,0,Married,FullTime
Independent,Liberal,White,Male,Graduate,35,2,Married,FullTime
Democrat,Liberal,White,Male,Graduate,29,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,HighSchool,28,0,NeverMarried,FullTime
Independent,Moderate,White,Female,Bachelor,24,0,NeverMarried,PartTime
Democrat,Liberal,White,Male,Bachelor,39,0,NeverMarried,FullTime
Independent,Liberal,White,Female,Bachelor,39,0,NeverMarried,FullTime
Independent,Liberal,White,Male,HighSchool,33,0,NeverMarried,PartTime
Democrat,Liberal,White,Male,Bachelor,46,0,NeverMarried,FullTime
Republican,Conservative,White,Female,Bachelor,37,0,Married,StayAtHome
Democrat,Moderate,White,Female,Graduate,43,0,Married,FullTime
Independent,Liberal,White,Male,Bachelor,34,1,Married,FullTime
Independent,Moderate,Black,Male,HighSchool,58,2,Married,FullTime
Independent,Moderate,White,Female,Bachelor,41,3,Separated,PartTime
Independent,Conservative,White,Male,Bachelor,51,1,Married,FullTime
Republican,Conservative,White,Female,Bachelor,44,2,Married,FullTime
Independent,Conservative,White,Female,HighSchool,44,2,Married,FullTime
Independent,Liberal,Other,Female,HighSchool,43,4,Married,PartTime
Democrat,Moderate,White,Female,HighSchool,30,1,Married,FullTime
Republican,Conservative,White,Female,Bachelor,41,0,Divorced,FullTime
Republican,Conservative,White,Male,Bachelor,55,0,Divorced,FullTime
Independent,Conservative,White,Male,Bachelor,60,4,Separated,FullTime
Democrat,Moderate,White,Male,Graduate,47,0,NeverMarried,FullTime
Independent,Conservative,White,Male,HighSchool,37,0,NeverMarried,FullTime
Democrat,Moderate,White,Male,SomeHS,72,2,Married,PartTime
Democrat,Liberal,White,Male,Graduate,48,0,NeverMarried,FullTime
Independent,Moderate,White,Female,HighSchool,21,1,NeverMarried,StayAtHome
Democrat,Moderate,White,Male,SomeHS,73,5,Married,Retired
Independent,Moderate,Black,Male,Bachelor,50,2,Married,FullTime
Democrat,Conservative,White,Female,HighSchool,56,3,Married,Retired
Democrat,Conservative,White,Female,SomeHS,68,2,Married,StayAtHome
Democrat,Moderate,White,Female,JrCol,72,3,Widowed,Retired
Independent,Moderate,White,Female,HighSchool,27,1,Married,StayAtHome
Democrat,Moderate,White,Female,Bachelor,22,0,NeverMarried,InSchool
Democrat,Moderate,White,Male,SomeHS,53,2,Divorced,Retired
Independent,Moderate,White,Female,HighSchool,19,0,Married,StayAtHome
Independent,Conservative,White,Male,HighSchool,24,1,Married,FullTime
Independent,Moderate,White,Male,Bachelor,24,0,NeverMarried,FullTime
Democrat,Moderate,White,Male,HighSchool,52,3,Married,FullTime
Democrat,Conservative,White,Female,HighSchool,70,2,Widowed,Retired
Democrat,Conservative,White,Female,HighSchool,33,2,NeverMarried,FullTime
Democrat,Liberal,White,Male,SomeHS,70,2,Married,Retired
Independent,Moderate,White,Female,SomeHS,19,0,NeverMarried,PartTime
Independent,Moderate,White,Male,HighSchool,26,2,NeverMarried,FullTime
Independent,Conservative,Black,Female,SomeHS,46,1,NeverMarried,FullTime
Republican,Conservative,White,Male,HighSchool,44,0,NeverMarried,FullTime
Democrat,Conservative,Black,Female,HighSchool,48,2,Divorced,FullTime
Republican,Conservative,Black,Female,SomeHS,45,2,NeverMarried,FullTime
Independent,Moderate,Black,Female,SomeHS,44,2,Separated,FullTime
Independent,Moderate,Black,Female,HighSchool,26,1,NeverMarried,FullTime
Democrat,Liberal,Black,Female,SomeHS,58,5,NeverMarried,StayAtHome
Republican,Moderate,Black,Female,SomeHS,28,4,NeverMarried,StayAtHome
Democrat,Liberal,Black,Female,SomeHS,50,5,Separated,StayAtHome
Independent,Moderate,Black,Female,SomeHS,26,1,NeverMarried,StayAtHome
Independent,Conservative,Black,Female,HighSchool,31,2,NeverMarried,FullTime
Republican,Conservative,White,Male,Graduate,57,2,Married,FullTime
Independent,Conservative,White,Female,HighSchool,43,2,Married,PartTime
Independent,Moderate,White,Male,HighSchool,31,1,Married,FullTime
Independent,Conservative,White,Male,HighSchool,47,2,Divorced,FullTime
Democrat,Liberal,White,Female,Bachelor,41,3,Separated,FullTime
Republican,Conservative,White,Male,Bachelor,29,0,NeverMarried,FullTime
Democrat,Moderate,Other,Male,Bachelor,39,1,Widowed,FullTime
Democrat,Liberal,White,Female,SomeHS,82,3,Widowed,Retired
Republican,Moderate,White,Female,Bachelor,45,2,Divorced,FullTime
Republican,Conservative,White,Male,Bachelor,26,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,SomeHS,76,1,Widowed,Retired
Democrat,Liberal,Black,Female,Graduate,48,2,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,74,4,Married,Retired
Republican,Moderate,White,Female,SomeHS,64,3,Married,FullTime
Republican,Conservative,White,Male,JrCol,40,0,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,67,6,Married,FullTime
Democrat,Moderate,White,Female,SomeHS,63,6,Married,Retired
Democrat,Conservative,White,Female,HighSchool,52,1,Married,StayAtHome
Republican,Conservative,White,Female,HighSchool,75,2,Married,Retired
Republican,Conservative,White,Female,Bachelor,66,3,Married,Retired
Republican,Conservative,White,Male,Bachelor,79,2,Married,Retired
Independent,Conservative,White,Male,SomeHS,28,2,Married,FullTime
Democrat,Liberal,White,Male,SomeHS,73,4,Divorced,Retired
Republican,Conservative,White,Female,HighSchool,86,3,Widowed,Retired
Democrat,Moderate,White,Male,HighSchool,55,7,Married,FullTime
Republican,Conservative,White,Female,SomeHS,31,5,Divorced,FullTime
Independent,Conservative,White,Male,HighSchool,28,0,NeverMarried,InSchool
Independent,Liberal,White,Male,JrCol,37,0,NeverMarried,FullTime
Independent,Liberal,White,Male,Bachelor,39,0,NeverMarried,FullTime
Democrat,Moderate,White,Male,HighSchool,38,0,NeverMarried,FullTime
Republican,Conservative,White,Male,Bachelor,83,2,Married,Retired
Democrat,Moderate,White,Male,Graduate,34,3,Married,FullTime
Independent,Moderate,White,Male,Graduate,41,0,NeverMarried,FullTime
Republican,Moderate,White,Female,HighSchool,78,3,Divorced,Retired
Independent,Moderate,White,Female,JrCol,46,2,Divorced,FullTime
Democrat,Conservative,White,Female,HighSchool,54,3,Married,FullTime
Republican,Conservative,White,Male,Bachelor,58,2,Married,FullTime
Independent,Conservative,White,Male,Bachelor,59,5,Divorced,FullTime
Democrat,Moderate,Other,Female,HighSchool,58,4,Married,Unempl
Republican,Conservative,White,Male,JrCol,62,2,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,82,2,Divorced,Retired
Republican,Liberal,White,Female,Bachelor,34,1,Married,PartTime
Independent,Conservative,White,Male,JrCol,29,0,NeverMarried,FullTime
Democrat,Liberal,Other,Male,HighSchool,29,0,NeverMarried,FullTime
Independent,Moderate,Other,Female,HighSchool,27,2,NeverMarried,StayAtHome
Independent,Moderate,Other,Male,HighSchool,27,0,NeverMarried,FullTime
Republican,Liberal,Black,Female,HighSchool,30,1,NeverMarried,FullTime
Independent,Liberal,Other,Male,HighSchool,19,0,NeverMarried,PartTime
Republican,Moderate,White,Male,HighSchool,20,0,NeverMarried,PartTime
Republican,Liberal,White,Female,Bachelor,23,0,NeverMarried,PartTime
Independent,Moderate,White,Female,JrCol,21,0,NeverMarried,PartTime
Democrat,Moderate,White,Female,HighSchool,21,0,NeverMarried,PartTime
Independent,Moderate,Other,Male,HighSchool,21,0,NeverMarried,PartTime
Democrat,Liberal,White,Female,Bachelor,31,0,NeverMarried,FullTime
Independent,Conservative,White,Male,Graduate,38,0,NeverMarried,FullTime
Republican,Conservative,White,Female,Bachelor,26,0,NeverMarried,PartTime
Democrat,Liberal,White,Female,HighSchool,79,3,Widowed,Retired
Independent,Liberal,White,Male,HighSchool,24,0,Married,PartTime
Independent,Liberal,White,Female,HighSchool,30,1,NeverMarried,FullTime
Democrat,Moderate,White,Female,HighSchool,51,2,Divorced,FullTime
Democrat,Liberal,White,Male,HighSchool,18,0,NeverMarried,InSchool
Independent,Liberal,White,Male,HighSchool,27,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,Bachelor,34,2,NeverMarried,FullTime
Independent,Liberal,White,Male,HighSchool,26,0,NeverMarried,FullTime
Independent,Liberal,White,Male,Bachelor,32,0,NeverMarried,InSchool
Independent,Conservative,White,Male,HighSchool,20,0,NeverMarried,InSchool
Independent,Conservative,White,Male,HighSchool,22,0,NeverMarried,InSchool
Independent,Conservative,White,Male,HighSchool,23,0,NeverMarried,PartTime
Republican,Conservative,White,Male,HighSchool,21,0,NeverMarried,PartTime
Democrat,Liberal,White,Female,Graduate,41,0,Divorced,PartTime
Democrat,Liberal,White,Female,HighSchool,21,0,NeverMarried,PartTime
Independent,Liberal,White,Female,Bachelor,46,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Bachelor,42,2,Separated,FullTime
Democrat,Moderate,White,Male,JrCol,26,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Graduate,55,1,Divorced,FullTime
Democrat,Liberal,White,Female,HighSchool,30,1,Married,PartTime
Democrat,Liberal,White,Male,HighSchool,49,0,NeverMarried,FullTime
Republican,Moderate,White,Male,SomeHS,19,0,NeverMarried,InSchool
Republican,Conservative,White,Male,HighSchool,27,1,Widowed,FullTime
Democrat,Liberal,White,Female,Bachelor,30,0,NeverMarried,FullTime
Independent,Conservative,White,Male,Bachelor,25,0,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,35,1,Divorced,FullTime
Republican,Conservative,White,Female,Graduate,29,0,NeverMarried,FullTime
Democrat,Moderate,Black,Female,HighSchool,31,4,NeverMarried,PartTime
Democrat,Conservative,Black,Female,HighSchool,21,1,NeverMarried,InSchool
Democrat,Liberal,Black,Female,HighSchool,19,0,NeverMarried,PartTime
Republican,Moderate,Black,Female,HighSchool,21,0,NeverMarried,PartTime
Democrat,Moderate,White,Male,JrCol,34,5,Married,FullTime
Republican,Conservative,White,Male,HighSchool,33,2,Married,FullTime
Republican,Moderate,White,Male,HighSchool,27,1,Separated,FullTime
Independent,Moderate,White,Male,HighSchool,29,2,Married,FullTime
Independent,Moderate,Black,Female,HighSchool,26,3,Married,FullTime
Republican,Moderate,White,Male,HighSchool,27,0,Married,FullTime
Independent,Conservative,Other,Female,HighSchool,33,3,Divorced,FullTime
Independent,Liberal,Black,Female,HighSchool,25,0,NeverMarried,PartTime
Democrat,Moderate,Black,Male,HighSchool,51,6,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,36,2,Married,Unempl
Democrat,Conservative,White,Female,SomeHS,81,2,Widowed,StayAtHome
Independent,Conservative,White,Female,Bachelor,26,0,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,39,1,Divorced,StayAtHome
Republican,Conservative,White,Male,Graduate,57,0,NeverMarried,Retired
Democrat,Moderate,White,Male,Bachelor,30,0,NeverMarried,FullTime
Republican,Liberal,White,Male,HighSchool,28,0,NeverMarried,FullTime
Republican,Conservative,White,Male,Graduate,39,0,Married,FullTime
Republican,Moderate,White,Male,HighSchool,42,4,Married,FullTime
Republican,Conservative,White,Male,HighSchool,77,3,Married,PartTime
Republican,Conservative,White,Female,HighSchool,37,3,Married,StayAtHome
Independent,Moderate,White,Male,HighSchool,42,4,Married,FullTime
Republican,Conservative,White,Male,Bachelor,34,2,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,65,4,Married,PartTime
Independent,Moderate,White,Female,Bachelor,43,0,NeverMarried,StayAtHome
Independent,Conservative,White,Male,JrCol,36,3,Married,FullTime
Independent,Liberal,White,Female,HighSchool,64,3,Married,Retired
Republican,Liberal,White,Male,Bachelor,45,2,Divorced,FullTime
Democrat,Moderate,White,Female,JrCol,57,3,Married,StayAtHome
Republican,Conservative,White,Female,HighSchool,37,2,Married,StayAtHome
Democrat,Liberal,White,Female,JrCol,43,2,Married,PartTime
Republican,Moderate,White,Female,HighSchool,70,4,Widowed,StayAtHome
Republican,Conservative,White,Female,HighSchool,71,2,Married,StayAtHome
Democrat,Conservative,White,Male,SomeHS,69,2,Married,Retired
Republican,Conservative,White,Male,Bachelor,49,2,Married,FullTime
Republican,Conservative,White,Male,JrCol,35,2,Married,FullTime
Independent,Moderate,White,Male,HighSchool,47,1,Married,FullTime
Independent,Conservative,Other,Female,Bachelor,50,3,Married,FullTime
Independent,Moderate,White,Male,JrCol,47,3,Married,FullTime
Independent,Conservative,White,Male,Bachelor,56,0,Married,FullTime
Independent,Conservative,White,Female,HighSchool,24,1,Married,StayAtHome
Independent,Conservative,White,Male,Bachelor,54,2,Married,FullTime
Democrat,Liberal,White,Female,JrCol,41,0,Married,PartTime
Democrat,Liberal,White,Male,HighSchool,39,2,Divorced,FullTime
Democrat,Liberal,White,Male,HighSchool,37,1,Divorced,FullTime
Independent,Moderate,White,Female,SomeHS,62,1,Married,Retired
Democrat,Liberal,White,Male,HighSchool,32,1,Married,FullTime
Democrat,Liberal,White,Male,HighSchool,69,0,Widowed,Retired
Democrat,Liberal,White,Male,HighSchool,39,3,Married,FullTime
Independent,Conservative,White,Male,HighSchool,31,0,NeverMarried,FullTime
